Gene names,id,Majority protein IDs,Sequence length,Protein names,Reverse,Potential contaminant,Fasta headers,Razor + unique peptides,Unique + razor sequence coverage [%],Only identified by site,R2M_GFPA_C_A_01,R2M_GFPA_C_A_02,R2M_GFPA_C_A_03,R2M_GFPA_C_T_01,R2M_GFPA_C_T_02,R2M_GFPA_C_T_03,R2M_GFPA_F_A_01,R2M_GFPA_F_A_02,R2M_GFPA_F_A_03,R2M_GFPA_F_T_01,R2M_GFPA_F_T_02,R2M_GFPA_F_T_03,R2M_R11A_F_A_01,R2M_R11A_F_A_02,R2M_R11A_F_A_03,R2M_R11A_F_T_01,R2M_R11A_F_T_02,R2M_R11A_F_T_03,R2A_R11G_C_A_01,R2A_R11G_C_A_02,R2A_R11G_C_A_03,R2A_R11G_C_T_01,R2A_R11G_C_T_02,R2A_R11G_C_T_03,R2A_R11G_F_A_01,R2A_R11G_F_A_02,R2A_R11G_F_A_03,R2A_R11G_F_T_01,R2A_R11G_F_T_02,R2A_R11G_F_T_03,cl_name
MLKL,6155,Q8NB16,471,Mixed lineage kinase domain-like protein,,,"sp|Q8NB16|MLKL_HUMAN Mixed lineage kinase domain-like protein OS=Homo sapiens (Human) OX=9606 GN=MLKL PE=1 SV=1;tr|I3L4A6|I3L4A6_HUMAN Isoform of Q8NB16, Protein kinase domain-containing protein (Fragment) OS=Homo sapiens (Human) OX=9606 GN=MLKL PE=1 SV=1",16,36.3,,7.69214670144316,7.627907116084381,7.5657663289314145,7.764259655363625,7.662238624815413,7.610703167193578,7.585658093182937,7.6000797297127685,7.602303641472683,7.656262451348299,7.7412712856459915,7.656823955270056,7.686319267415011,7.691919766111606,7.772076186499345,7.581831834186404,7.5557987359832515,7.698315830344097,7.534806299041639,7.524881505520163,7.541522425941751,7.562612229972414,7.584075451711056,7.544425802252174,7.611043013089771,7.709473070655328,7.742775470014317,7.610776844103733,7.566326118950379,7.689132637209353,RE_Profile
MLXIPL,323,A0A0C4DG26,721,Carbohydrate-responsive element-binding protein,,,"tr|A0A0C4DG26|A0A0C4DG26_HUMAN Isoform of Q9NP71, BHLH domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=MLXIPL PE=1 SV=1;sp|Q9NP71-6|MLXPL-6_HUMAN Isoform of Q9NP71, Isoform 6 of Carbohydrate-responsive element-binding protein OS=Homo sapiens (",3,6.7,,6.158044245787966,6.064293203788994,4.074067413445684,3.790669894864673,6.017942927933675,5.1415425317398995,4.822799471998855,2.6246399855379865,3.180132294499729,3.987482601506293,6.0169782983682305,5.509580071932168,5.624221665405951,4.244830551501964,5.66260041497678,3.077294956488192,4.357268408038062,4.7031238177466514,5.3377411613421915,6.089192620691977,4.564191905411339,5.854645590943773,5.460177646924041,4.101228611682185,4.268379090529853,5.3135926605797446,6.103832424777863,5.784456187286435,3.1069740833454293,3.0211972938555425,RE_Profile
MLYCD,2933,O95822-2,454,"Malonyl-CoA decarboxylase, mitochondrial",,,"sp|O95822-2|DCMC-2_HUMAN Isoform of O95822, Isoform Cytoplasmic+peroxisomal of Malonyl-CoA decarboxylase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MLYCD PE=1 SV=3;sp|O95822|DCMC_HUMAN Malonyl-CoA decarboxylase, mitochondrial OS=Homo sapiens (Human)",7,20.7,,7.6828047673502535,7.637893287504906,7.378434056228421,7.696294664902397,7.7579848771190445,7.833433451219817,7.168977805369708,7.386794364897581,7.486030004589332,7.8304902159570045,7.915145048823362,7.785317943971631,7.4797526484148875,7.487525687733752,7.492435719490949,7.692788459424006,7.781507691706448,7.6478228490025755,6.721312641358793,7.0595916365090865,6.927879598713544,7.744367744809932,7.767913927773954,7.7471230333653365,7.413167614591434,7.622867838944438,7.419610677756073,7.695803565864748,7.691293983278035,7.710533681292307,RE_Profile
MMS22L,1296,E2QRD4,1203,Protein MMS22-like,,,"tr|E2QRD4|E2QRD4_HUMAN Isoform of Q6ZRQ5, Protein MMS22-like OS=Homo sapiens (Human) OX=9606 GN=MMS22L PE=1 SV=1;sp|Q6ZRQ5|MMS22_HUMAN Protein MMS22-like OS=Homo sapiens (Human) OX=9606 GN=MMS22L PE=1 SV=3",7,7.5,,6.729281256028152,6.754637803564044,6.829988271030233,6.738038898135755,6.89444351456266,6.878599772378012,6.723657384736294,6.673410100898045,6.64631499302032,6.970346433480142,6.842420779711245,6.821073068947375,6.859023091300518,6.854202754744608,6.901235037560879,6.524402984188418,6.485365510242922,6.594550106035792,6.629278517325514,6.527735464018463,6.69998592220592,6.874967958919333,6.788495104826711,6.817181762168403,6.547760796262996,6.5477283414512994,6.635789941437331,6.830614455154866,6.77304167881401,6.775947471486514,RAB11_unique
MMTAG2,7126,Q9BU76,263,Multiple myeloma tumor-associated protein 2,,,"sp|Q9BU76|MMTA2_HUMAN Multiple myeloma tumor-associated protein 2 OS=Homo sapiens (Human) OX=9606 GN=MMTAG2 PE=1 SV=1;sp|Q9BU76-3|MMTA2-3_HUMAN Isoform of Q9BU76, Isoform 3 of Multiple myeloma tumor-associated protein 2 OS=Homo sapiens (Human) OX=9606 GN=M",6,26.2,,6.389667418301629,4.518396146852343,5.828924043275689,5.264471964082249,6.253405851760651,5.879543576675712,4.011219461914594,4.582999360414151,3.522438020121947,2.468966756323371,4.927954558221434,5.141540710630313,5.5537601302895165,5.296531244189497,6.180330740411841,5.466632445315955,5.683935745703366,4.409498774974327,4.684387741841764,6.487713900197169,6.432329595614511,4.452886502301829,5.5299323170516566,5.479180703934132,6.348823610465625,6.180726385473321,6.139026013772813,5.195068163572625,1.7296542713409906,3.8695130694734403,RE_Profile
MNT,6969,Q99583,582,Max-binding protein MNT,,,sp|Q99583|MNT_HUMAN Max-binding protein MNT OS=Homo sapiens (Human) OX=9606 GN=MNT PE=1 SV=1,4,6.2,,2.88742663841606,5.807089458816593,5.73296131063429,6.415379970072334,6.444642613722471,6.3846139697388375,4.937353129389944,3.083480152932899,6.11706221123276,6.292705058247973,6.355084139365151,6.446635612508548,5.3056273382726244,3.2517220119829755,4.490561576718077,3.1736779827863653,4.5886006363788825,4.84099256208798,4.14909857854835,3.943506794100298,2.7342854059801827,6.149814735098595,6.257060385809476,4.410074339520811,5.694059257938437,5.328329590722705,6.028806567912777,6.3202933960254555,6.215840486078597,6.311308827154,FGFR2_F_unique
MOGS,4764,Q13724,837,Mannosyl-oligosaccharide glucosidase,,,"sp|Q13724|MOGS_HUMAN Mannosyl-oligosaccharide glucosidase OS=Homo sapiens (Human) OX=9606 GN=MOGS PE=1 SV=5;sp|Q13724-2|MOGS-2_HUMAN Isoform of Q13724, Isoform 2 of Mannosyl-oligosaccharide glucosidase OS=Homo sapiens (Human) OX=9606 GN=MOGS PE=1 SV=5;tr|A",31,51.1,,6.965022398968013,6.923621636732389,6.7923221629926545,8.219830644568127,8.275905783346984,8.214901181561926,6.206380018495108,6.2453593940586964,4.875236427593279,8.353097421949219,8.279799483204568,8.327427257666796,6.409065655949301,6.645969814920932,6.180900018264215,8.096042202096209,8.128542637986321,8.126042279170273,7.433299916567451,7.380837703947135,7.289854812487575,8.061073681463261,8.108268665539967,8.099321999148387,7.501931397809363,7.627902622231031,7.486923627791758,8.069633184370405,8.097797460132938,8.123753843635592,FGFR2_F_unique
MON2,5744,Q7Z3U7-2,1675,Protein MON2 homolog,,,"sp|Q7Z3U7-2|MON2-2_HUMAN Isoform of Q7Z3U7, Isoform 2 of Protein MON2 homolog OS=Homo sapiens (Human) OX=9606 GN=MON2 PE=1 SV=3;sp|Q7Z3U7-6|MON2-6_HUMAN Isoform of Q7Z3U7, Isoform 6 of Protein MON2 homolog OS=Homo sapiens (Human) OX=9606 GN=MON2 PE=1 SV=3;",29,19.5,,7.642827113250551,7.638251925321916,7.631603667847815,7.718890932654571,7.7260926231196,7.801735604292759,7.570478798059747,7.499738111509075,7.508589889930353,7.737392586918019,7.682750518815624,7.723004496139454,7.572131999930953,7.616747757188968,7.660021161996544,7.539755178867814,7.628368401301389,7.587626225711009,7.27184008513091,7.23528417048651,7.298137118143582,7.6768977697476455,7.625474145926247,7.634496608843117,7.434793217335222,7.446697011194463,7.355688254231678,7.597182123544665,7.636583257608551,7.592878272956661,RE_Profile
MORC2,8591,Q9Y6X9,1032,MORC family CW-type zinc finger protein 2,,,"sp|Q9Y6X9|MORC2_HUMAN ATPase MORC2 OS=Homo sapiens (Human) OX=9606 GN=MORC2 PE=1 SV=2;sp|Q9Y6X9-2|MORC2-2_HUMAN Isoform of Q9Y6X9, Isoform 2 of ATPase MORC2 OS=Homo sapiens (Human) OX=9606 GN=MORC2 PE=1 SV=2",25,23.5,,6.714479918756772,6.695358056982994,6.641386363297204,7.386022220699684,7.427853933496392,7.429744037804674,6.610832771883493,6.517523366419866,6.582480396651387,7.318336694888082,7.271320807695643,7.364784093275666,6.111059799477948,6.247726156074769,5.407436767834567,6.93652402915587,6.879255867071573,6.977935670275496,6.986568232673236,6.881391237776318,6.82012819991752,7.085332496974438,7.048410461161663,7.044069415124754,6.926858120262063,6.920679492660167,6.783353624955157,7.065259811131736,7.023596740940857,7.021725437772677,Receptor_profile
MORF4L2,4911,Q15014,288,Mortality factor 4-like protein 2,,,"sp|Q15014|MO4L2_HUMAN Mortality factor 4-like protein 2 OS=Homo sapiens (Human) OX=9606 GN=MORF4L2 PE=1 SV=1;tr|Q5JXX2|Q5JXX2_HUMAN Isoform of Q15014, MRG domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=MORF4L2 PE=1 SV=1;tr|Q5JXX1|Q5JXX1_HUMAN",7,27.8,,4.63512075385973,5.547154115086093,5.219448151928411,6.16127336470433,6.392133028583128,6.4095599242636965,5.3646516258496,4.776502343463179,5.875643040216481,6.463158530216239,5.9534566278255925,6.290430747150591,5.158698734781251,4.509367173723604,4.772421263342065,6.382502014595913,4.068104431344173,6.717720243280707,5.442475584782191,6.078241832653549,6.088717423447909,6.925418112958019,6.829116723237231,6.8630334647222595,6.120056043483389,5.730278163763684,5.6532101079530905,6.987091563308454,7.048822092935524,7.100537608172137,Receptor_profile
MOV10,7596,Q9HCE1,1003,Putative helicase MOV-10,,,"sp|Q9HCE1|MOV10_HUMAN Helicase MOV-10 OS=Homo sapiens (Human) OX=9606 GN=MOV10 PE=1 SV=2;tr|Q5JR04|Q5JR04_HUMAN Isoform of Q9HCE1, AAA_12 domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=MOV10 PE=1 SV=1;sp|Q9HCE1-2|MOV10-2_HUMAN Isoform of Q9HC",41,45.3,,7.979335046238177,8.039194649304303,7.99702100762265,8.161013722738286,8.19033289873569,8.245659533725329,8.127747445849474,8.104304253717151,8.111732387415136,7.736249867671195,7.788032028162067,8.02168532814393,7.897473132514674,7.666160885541717,7.707637896370123,7.944981407989291,7.893255300404111,7.891024012218956,8.234490058384395,8.228518034128937,8.207440488739111,8.089940574065329,8.045113639437684,8.08593958121172,8.308768585842829,8.311507775002836,8.286206938053303,8.147906589252388,7.924067814728307,8.066068269671641,Receptor_profile
MPC2,2897,Q5R3B4,105,Mitochondrial pyruvate carrier 2,,,"tr|Q5R3B4|Q5R3B4_HUMAN Isoform of O95563, Mitochondrial pyruvate carrier (Fragment) OS=Homo sapiens (Human) OX=9606 GN=MPC2 PE=1 SV=1;sp|O95563|MPC2_HUMAN Mitochondrial pyruvate carrier 2 OS=Homo sapiens (Human) OX=9606 GN=MPC2 PE=1 SV=1",5,57.1,,7.6029450328613795,7.569074662167343,7.679725989174838,7.5329581103418874,7.470845550775307,7.446073411212551,7.680739472100211,7.509466264330457,7.556465211845218,7.461581112975944,7.47854429637292,7.3922836799595215,7.855935206374696,7.865884651092596,7.907466727738727,7.48439512386237,7.403709924628362,7.316890141424699,7.372021269317653,7.296583204297711,7.457694872061251,7.558382792461374,7.523448774844795,7.522083130398618,7.658080029559289,7.7859967136595545,7.713237013305017,7.576977308884301,7.628362857047498,7.646104451284,RE_Profile
MPDZ,2766,O75970-5,2008,Multiple PDZ domain protein,,,"sp|O75970-5|MPDZ-5_HUMAN Isoform of O75970, Isoform 4 of Multiple PDZ domain protein OS=Homo sapiens (Human) OX=9606 GN=MPDZ PE=1 SV=2;sp|O75970-3|MPDZ-3_HUMAN Isoform of O75970, Isoform 3 of Multiple PDZ domain protein OS=Homo sapiens (Human) OX=9606 GN=M",19,13.1,,6.950212350504474,6.939021089803715,6.923213755859344,6.717233150026357,6.822078030619469,6.77012293559674,6.7987822863539655,6.8438472804379895,6.774682766354339,6.702400827468448,6.732769532844026,6.843977989629744,6.78537719744089,6.929258175395253,6.94274766624829,6.962744070336997,6.95861960558294,6.999039978592021,6.717673068163691,6.64593992057323,6.5470141071606065,6.919262553289344,6.9296705172591855,6.934250438665115,6.901534658064902,6.946017613107301,6.923383935850127,6.985403880531021,6.967473371765732,6.979283472331279,RE_Profile
MPHOSPH8,6964,Q99549,860,M-phase phosphoprotein 8,,,"sp|Q99549|MPP8_HUMAN M-phase phosphoprotein 8 OS=Homo sapiens (Human) OX=9606 GN=MPHOSPH8 PE=1 SV=2;sp|Q99549-2|MPP8-2_HUMAN Isoform of Q99549, Isoform 2 of M-phase phosphoprotein 8 OS=Homo sapiens (Human) OX=9606 GN=MPHOSPH8 PE=1 SV=2;tr|A0A0A0MT47|A0A0A0",10,14.2,,3.947587958456754,6.278201862175599,6.298618195144607,5.427033706203701,5.326816790231241,6.196748102827861,1.241256979027625,5.89552661032915,1.2952529242037878,5.599148857836203,4.631186828283967,5.457014181186999,5.381489350180154,6.2653425521892,5.41973224658834,1.9302789103856677,4.1984384903606795,5.343219435786333,2.5992749197743343,3.489045291506921,5.263329940134238,6.500288056906951,4.62515075092581,2.925304396117645,6.055136234588684,5.702769904159881,5.657585732174104,6.4523287241033,5.871330907014068,4.119206972028428,RE_Profile
MPP5,6070,Q8N3R9-2,641,MAGUK p55 subfamily member 5,,,"sp|Q8N3R9-2|MPP5-2_HUMAN Isoform of Q8N3R9, Isoform 2 of MAGUK p55 subfamily member 5 OS=Homo sapiens (Human) OX=9606 GN=MPP5 PE=1 SV=3;sp|Q8N3R9|MPP5_HUMAN MAGUK p55 subfamily member 5 OS=Homo sapiens (Human) OX=9606 GN=MPP5 PE=1 SV=3",12,22.6,,6.920886698948425,6.921610960523311,6.966409402020058,7.23755690821289,7.119548142416255,7.1878793025397405,6.823005151897367,6.791320062568941,6.781574708219575,7.10875247052874,7.197246640335971,7.1746361409113435,6.8496058034793945,6.773813542974694,6.791739174576795,6.952521353169355,6.874422194304762,7.046699260198631,6.812754925359976,6.752254200123388,6.693953813625312,7.12617134507647,7.080296306223615,7.115873174885649,6.834332683559044,6.9521549440703065,6.911581998028513,7.14661337948025,7.157307118329131,7.165023464457594,FGFR2_F_unique
MPRIP,693,A0A494BZV2,2425,,,,"tr|A0A494BZV2|A0A494BZV2_HUMAN Isoform of Q6WCQ1, Myosin phosphatase Rho-interacting protein OS=Homo sapiens (Human) OX=9606 GN=MPRIP PE=1 SV=1;tr|H0Y2S9|H0Y2S9_HUMAN Isoform of Q6WCQ1, Myosin phosphatase Rho-interacting protein (Fragment) OS=Homo sapiens",76,33.3,,7.932120497280835,7.981997634577058,7.985566003279621,7.61668646487767,7.615316101042926,7.571651574236073,7.871898529484457,7.908615996082551,7.840702247575723,7.570844891206242,7.565238502274372,7.634971984838783,7.947252745919749,7.909629522112632,7.939465938893871,8.020740073545419,7.911181168821678,7.947974230673092,7.816419637887152,7.832356305336794,7.793811588097105,8.071907525399194,8.117671922632665,8.097933716217463,7.985722303860873,7.955067801345719,7.930353473858236,8.107774467466347,8.099812707265281,8.106185198675066,RE_Profile
MPST,3511,P25325-2,317,3-mercaptopyruvate sulfurtransferase,,,"sp|P25325-2|THTM-2_HUMAN Isoform of P25325, Isoform 2 of 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens (Human) OX=9606 GN=MPST PE=1 SV=3;sp|P25325|THTM_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens (Human) OX=9606 GN=MPST PE=1 SV=3;tr|B",15,59,,7.6744303902306985,7.839333821140033,7.833828578234465,8.143766545878368,8.086824059047956,8.083027840597278,7.756577922383899,7.887412665224065,7.819454587968053,8.073226682251917,8.188633818655147,8.14015351886084,7.977544838975006,7.974356348990333,8.001218119590595,7.8236391769313505,8.033194403107874,8.072245971293132,7.7869337322331065,7.7318649691295365,7.777113508975595,7.964390193157418,7.968033341546251,7.967016141109654,7.7532910372712225,7.760635566077798,7.794920440155036,7.849807283134717,7.841762592385541,7.946665378275301,RAB11_unique
MPV17L2,5218,Q567V2-2,181,Mpv17-like protein 2,,,"sp|Q567V2-2|M17L2-2_HUMAN Isoform of Q567V2, Isoform 2 of Mpv17-like protein 2 OS=Homo sapiens (Human) OX=9606 GN=MPV17L2 PE=1 SV=2;sp|Q567V2|M17L2_HUMAN Mpv17-like protein 2 OS=Homo sapiens (Human) OX=9606 GN=MPV17L2 PE=1 SV=2",4,20.4,,6.830425307083716,6.796988458001761,6.897065176662118,6.628708847717673,6.5452942311836075,6.562210209637354,6.803561438429338,6.830890291010867,6.864182103703293,6.508518501124747,6.573286899345871,6.557889769084806,6.799937902944542,6.8374805709754645,6.798227590885274,6.491679812719107,6.443866101216784,6.541074121385747,6.588773980825802,6.6011830059625405,6.451101109445373,6.6527211700391184,6.73314618700235,6.751665033892236,6.677097993207178,6.854296086360797,6.823866247511147,6.823136091036362,6.917172258671705,6.92253703947672,RE_Profile
MPZL2,2581,O60487,215,Myelin protein zero-like protein 2,,,sp|O60487|MPZL2_HUMAN Myelin protein zero-like protein 2 OS=Homo sapiens (Human) OX=9606 GN=MPZL2 PE=1 SV=1,4,19.1,,5.078586106472352,3.386584833990442,5.639743486777652,6.528978119790289,6.4372972355485025,4.770138277623827,3.0340652887945416,5.075896925120125,2.9229189140943914,6.576077804233605,6.6476968524052795,2.7147402644928826,6.225494745033404,6.070451724255268,5.37215994494347,6.618011822079427,6.75167795627199,6.736402856794114,6.232225618552415,6.232385030152166,5.269664455858926,6.768607133631856,6.690526598156995,6.567676573118398,5.974632343647954,5.444628216677495,6.0045787211963475,6.668317404375289,6.730918432123346,6.8148458729303725,RE_Profile
MRE11A,1675,F8W7U8,707,Double-strand break repair protein MRE11A,,,"tr|F8W7U8|F8W7U8_HUMAN Isoform of P49959, Double-strand break repair protein OS=Homo sapiens (Human) OX=9606 GN=MRE11 PE=1 SV=1;sp|P49959|MRE11_HUMAN Double-strand break repair protein MRE11 OS=Homo sapiens (Human) OX=9606 GN=MRE11 PE=1 SV=3;sp|P49959-2|MR",24,46.5,,7.41666127936097,7.42451713223872,7.384404573708514,7.875374635373249,7.859814402778615,7.897347474957655,7.325934141992899,7.149436565467995,7.402825379428414,7.951454844628504,7.9071072643666405,7.911270357870655,7.549534952081819,7.5806374599409665,7.544787271354771,7.866479836495939,7.834619935979973,7.78266665252178,7.485041225083256,7.470011779149631,7.489288182198012,7.787481698489542,7.791417529325743,7.7406762147169905,7.53763419436085,7.619652873036209,7.61794741595513,7.784095881875175,7.7873684545062805,7.796621741411767,RE_Profile
MRI1,7152,Q9BV20,369,Methylthioribose-1-phosphate isomerase,,,"sp|Q9BV20|MTNA_HUMAN Methylthioribose-1-phosphate isomerase OS=Homo sapiens (Human) OX=9606 GN=MRI1 PE=1 SV=1;sp|Q9BV20-2|MTNA-2_HUMAN Isoform of Q9BV20, Isoform 2 of Methylthioribose-1-phosphate isomerase OS=Homo sapiens (Human) OX=9606 GN=MRI1 PE=1 SV=1",16,54.2,,8.462669918956667,8.472533169308184,8.3610972632949,8.098158313554583,7.98321878953053,7.968494238403324,8.652560872055634,8.561253105399617,8.568869087758628,8.013265036069978,8.072664296334086,8.023319418830148,8.423228515626253,8.427047249586058,8.51677631725424,7.956270457104275,7.977188463707083,7.904278336844883,8.160369866978327,8.302424147520702,8.271663269080051,7.878866990727168,7.806344078946734,7.87608328017039,8.290533029315746,8.268792506683486,8.209758057508225,7.803186446987431,7.849950274575843,7.7582270102673245,RAB11_unique
MRPL13,7238,Q9BYD1,178,"39S ribosomal protein L13, mitochondrial",,,"sp|Q9BYD1|RM13_HUMAN 39S ribosomal protein L13, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MRPL13 PE=1 SV=1;tr|E5RJI7|E5RJI7_HUMAN Isoform of Q9BYD1, 39S ribosomal protein L13, mitochondrial (Fragment) OS=Homo sapiens (Human) OX=9606 GN=MRPL13 PE=1 S",14,71.3,,8.405165271901735,8.376144667144926,8.456900953144986,7.850741714143463,7.869085315700386,7.844833758019923,8.431723385049922,8.405601915176577,8.437657421793043,7.774758419392891,7.777673675130971,7.763776957285535,8.509833952380628,8.510390511884156,8.419946189616564,7.738920184567184,7.829895865348706,7.772093655383445,8.136142819319785,8.230097610746466,8.14185450221873,7.849329052792684,7.841996023874859,7.865183326020425,8.137412488290927,8.202155635733593,8.211206923534881,7.8300928421500675,7.804699428429462,7.843421881236618,RAB11_unique
MRPL14,5531,Q6P1L8,145,"39S ribosomal protein L14, mitochondrial",,,"sp|Q6P1L8|RM14_HUMAN 39S ribosomal protein L14, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MRPL14 PE=1 SV=1",6,42.8,,7.783489274768802,7.773334570202162,7.59813837071075,7.632316829980295,7.62620735391072,7.67931954586598,7.698023564170804,7.669300889437136,7.687659978607195,7.6200612371814636,7.633566923496567,7.64256504167888,7.794966540562203,7.856353067402667,7.7704636832084715,7.494081251914241,7.512105153930153,7.483901257899872,7.654292920927936,7.699644280733878,7.659659243615625,7.522038834941702,7.528873148832175,7.50538591313043,7.6837068969203495,7.693441629045404,7.599459779009956,7.52404987879777,7.537366336487941,7.5720175467740685,RE_Profile
MRPL15,7960,Q9P015,296,"39S ribosomal protein L15, mitochondrial",,,"sp|Q9P015|RM15_HUMAN 39S ribosomal protein L15, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MRPL15 PE=1 SV=1;tr|E5RIZ4|E5RIZ4_HUMAN Isoform of Q9P015, Ribosomal_L18e/L15P domain-containing protein (Fragment) OS=Homo sapiens (Human) OX=9606 GN=MRPL15 P",15,54.7,,7.29004172703375,7.410958946986614,7.1692667465732205,7.575567232452956,7.790020231533208,7.75428256481186,7.1475279994789025,7.196895756678615,7.068695926497828,7.4559378252333355,7.539458624380192,7.585605015794515,7.436366953453438,7.450757576046967,7.489294136542263,7.360118084997098,7.533508787374204,7.480298056504114,7.544483106344979,7.5781938115815475,7.601839629085886,7.466333885500693,7.389618984800722,7.437905699711271,7.63628548669498,7.737460674068379,7.825630840611107,7.577364870220083,7.604186216078754,7.553125952971356,FGFR2_F_unique
