"","id","Majority protein IDs","Sequence length","Gene names","Protein names","Reverse","Potential contaminant","Fasta headers","Razor + unique peptides","Unique + razor sequence coverage [%]","Only identified by site","LFQ intensity R2M_GFPA_P_C_A_40_01","LFQ intensity R2M_GFPA_P_C_A_40_02","LFQ intensity R2M_GFPA_P_C_A_40_03","LFQ intensity R2M_GFPA_P_C_T_40_01","LFQ intensity R2M_GFPA_P_C_T_40_02","LFQ intensity R2M_GFPA_P_C_T_40_03","LFQ intensity R2M_GFPA_P_F_A_40_01","LFQ intensity R2M_GFPA_P_F_A_40_02","LFQ intensity R2M_GFPA_P_F_A_40_03","LFQ intensity R2M_GFPA_P_F_T_40_01","LFQ intensity R2M_GFPA_P_F_T_40_02","LFQ intensity R2M_GFPA_P_F_T_40_03","LFQ intensity R2M_R11A_P_F_A_40_01","LFQ intensity R2M_R11A_P_F_A_40_02","LFQ intensity R2M_R11A_P_F_A_40_03","LFQ intensity R2M_R11A_P_F_T_40_01","LFQ intensity R2M_R11A_P_F_T_40_02","LFQ intensity R2M_R11A_P_F_T_40_03","LFQ intensity R2A_R11G_P_C_A_40_01","LFQ intensity R2A_R11G_P_C_A_40_02","LFQ intensity R2A_R11G_P_C_A_40_03","LFQ intensity R2A_R11G_P_C_T_40_01","LFQ intensity R2A_R11G_P_C_T_40_02","LFQ intensity R2A_R11G_P_C_T_40_03","LFQ intensity R2A_R11G_P_F_A_40_01","LFQ intensity R2A_R11G_P_F_A_40_02","LFQ intensity R2A_R11G_P_F_A_40_03","LFQ intensity R2A_R11G_P_F_T_40_01","LFQ intensity R2A_R11G_P_F_T_40_02","LFQ intensity R2A_R11G_P_F_T_40_03"
"2333",3389,"P18615",380,"NELFE","Negative elongation factor E","","","sp|P18615|NELFE_HUMAN Negative elongation factor E OS=Homo sapiens (Human) OX=9606 GN=NELFE PE=1 SV=3;sp|P18615-3|NELFE-3_HUMAN Isoform of P18615, Isoform 2 of Negative elongation factor E OS=Homo sapiens (Human) OX=9606 GN=NELFE PE=1 SV=3;tr|A0A0A0MT02|A0",16,45.8,"",6.45598585081023,6.61812603061491,6.35588597762076,6.94735884745055,7.26102466828736,7.32895074042785,6.37036761858011,6.18861844218035,6.12274170271524,7.25902043079757,6.96990802549199,7.3774561394387,6.3925594830583,6.37595928069085,6.51310971548887,7.00212384186601,7.01837552186781,6.94506840467357,6.48162186512435,6.74913948601882,6.72317803258791,7.22680316665564,7.23373264073812,7.25293807329569,6.55779590534155,6.74205735450564,6.6035127455954,7.26154463711383,7.33088616998628,7.21054411159899
"2334",3390,"P18669",254,"PGAM1","Phosphoglycerate mutase 1","","","sp|P18669|PGAM1_HUMAN Phosphoglycerate mutase 1 OS=Homo sapiens (Human) OX=9606 GN=PGAM1 PE=1 SV=2",22,83.1,"",8.06963991983021,8.08722182988676,8.20960200849502,9.26922182364644,9.3128214976262,9.29270830296134,7.89879951970986,7.91895381176174,7.77051581269308,9.26306937067557,9.2586509476441,9.30319353387201,7.91731109594022,7.98522148155849,7.82901354793678,9.33163616500249,9.3545959866245,9.41551468359431,8.76129197534681,8.69937349761429,8.65402114500217,9.23851392599935,9.20297478034913,9.28201092441836,8.61028362738053,8.58355446160534,8.62794135090989,8.9777730124949,9.15182992255484,9.3475207335886
"2335",3391,"P18754",421,"RCC1","Regulator of chromosome condensation","","","sp|P18754|RCC1_HUMAN Regulator of chromosome condensation OS=Homo sapiens (Human) OX=9606 GN=RCC1 PE=1 SV=1;sp|P18754-2|RCC1-2_HUMAN Isoform of P18754, Isoform 2 of Regulator of chromosome condensation OS=Homo sapiens (Human) OX=9606 GN=RCC1 PE=1 SV=1;tr|C",20,71.3,"",8.36767656963988,8.39398586927179,8.31786001233617,7.90629637872056,8.11477214224901,8.08839388981776,8.45429562257443,8.42190455865505,8.39365494756457,8.03411102488096,7.87785473747137,8.05559361996305,8.44609029505044,8.45713423301953,8.40633778939392,8.21166559801949,8.18319478811383,8.2493052984859,8.27316597434477,8.35397123332187,8.37799333026388,8.09129587530497,8.15532143214265,8.16300603208461,8.3731970041636,8.3991551056645,8.3981856076451,8.18360003365533,8.18940374768512,8.14929940234061
"2336",3392,"P18827",310,"SDC1","Syndecan-1","","","sp|P18827|SDC1_HUMAN Syndecan-1 OS=Homo sapiens (Human) OX=9606 GN=SDC1 PE=1 SV=3",6,16.1,"",NA,6.01842636957226,NA,7.11607406431606,7.06403863737876,7.24012105108371,NA,NA,NA,7.19710149242967,7.27160984692335,7.17754054179989,NA,NA,NA,7.16624257888704,7.03191940064702,6.98640671087035,6.7272164038474,6.69005422040525,6.71316582854604,7.30514867351235,7.44366369443556,7.40360072068507,6.57498707480607,6.55838645743988,6.5080050610791,7.31178287596105,7.3241013166727,7.34692496111964
"2337",3394,"P18850",670,"ATF6","Cyclic AMP-dependent transcription factor ATF-6 alpha","","","sp|P18850|ATF6A_HUMAN Cyclic AMP-dependent transcription factor ATF-6 alpha OS=Homo sapiens (Human) OX=9606 GN=ATF6 PE=1 SV=3",4,7.2,"",6.59819009144584,6.48604195370887,6.51738343463933,5.8613985900045,6.03855716542594,NA,NA,6.23915003885463,6.10812380833417,6.20083855718022,6.06139810123137,NA,NA,NA,6.56477320820457,NA,6.0311799954243,6.17257771234539,6.03204639181241,5.94970014432482,6.0102274614768,NA,NA,6.04240532951132,NA,6.47437566679669,6.49793653077771,5.92772314235447,6.00627886452609,6.07176325016738
"2338",3395,"P18858",919,"LIG1","DNA ligase 1","","","sp|P18858|DNLI1_HUMAN DNA ligase 1 OS=Homo sapiens (Human) OX=9606 GN=LIG1 PE=1 SV=1;sp|P18858-3|DNLI1-3_HUMAN Isoform of P18858, Isoform 3 of DNA ligase 1 OS=Homo sapiens (Human) OX=9606 GN=LIG1 PE=1 SV=1;tr|M0R0Q7|M0R0Q7_HUMAN Isoform of P18858, DNA liga",30,38.2,"",7.00299472441588,7.05945558821898,6.98978732645725,7.28506103212017,7.35666021732224,7.36925592097033,7.00489986458571,7.02298389948202,6.9276733514944,7.26822639683297,7.28823484810727,7.31583030833642,7.08262982089322,6.94668646639914,6.85281140250053,7.22495063908605,7.18292895298662,7.18410544024178,7.26797201181876,7.24656654714632,7.16287084926908,7.47455787487522,7.41868863625057,7.45160348092931,7.03552375763752,7.26286998163648,7.18758317849678,7.40262794582779,7.32756644634925,7.36822253022417
"2339",3396,"P18859",108,"ATP5J","ATP synthase-coupling factor 6, mitochondrial","","","sp|P18859|ATP5J_HUMAN ATP synthase-coupling factor 6, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ATP5PF PE=1 SV=1;sp|P18859-2|ATP5J-2_HUMAN Isoform of P18859, Isoform 2 of ATP synthase-coupling factor 6, mitochondrial OS=Homo sapiens (Human) OX=9606",5,49.1,"",NA,NA,NA,6.8710141826138,6.72542611484713,6.57374764472593,NA,NA,NA,6.74456758633376,6.65439344538682,6.72665893860756,NA,NA,NA,6.76046007449258,6.9900359364788,6.89409596571082,NA,NA,NA,7.00687268872606,6.9680682131558,6.87521898288829,NA,NA,NA,7.01357511221207,6.96936236647448,6.92214749660582
"2340",3397,"P18887",633,"XRCC1","DNA repair protein XRCC1","","","sp|P18887|XRCC1_HUMAN DNA repair protein XRCC1 OS=Homo sapiens (Human) OX=9606 GN=XRCC1 PE=1 SV=2;tr|F5H8D7|F5H8D7_HUMAN Isoform of P18887, DNA repair protein XRCC1 OS=Homo sapiens (Human) OX=9606 GN=XRCC1 PE=1 SV=2",17,41.5,"",7.38367886680852,7.37375629409247,7.39437780142339,7.5367101643846,7.54448471179592,7.56362168650858,7.37308369701462,7.27196583648411,7.2897282300775,7.57250400209644,7.52824840191843,7.602808832055,7.56062601835974,7.62131492179432,7.55469016308385,7.69230291204104,7.64365482505973,7.6608639879184,7.32087422298768,7.31919107620078,7.37666516791382,7.53181566243485,7.52496718847018,7.4977600344888,7.34823655813358,7.51204037744835,7.50310074121802,7.53142024018427,7.49416153062098,7.51641890075463
"2341",3398,"P19022-2",875,"CDH2","Cadherin-2","","","sp|P19022-2|CADH2-2_HUMAN Isoform of P19022, Isoform 2 of Cadherin-2 OS=Homo sapiens (Human) OX=9606 GN=CDH2 PE=1 SV=4;sp|P19022|CADH2_HUMAN Cadherin-2 OS=Homo sapiens (Human) OX=9606 GN=CDH2 PE=1 SV=4",11,21.6,"",6.93301647263468,6.97215318534929,6.89875663550818,7.59343789910034,7.62784723167906,7.6214341466351,6.80535180143079,6.87507633892351,6.82209700615383,7.56516491565936,7.43198456215972,7.5729184417083,6.82471033162712,6.38860379709916,6.50090969834355,7.14963429381929,7.14919216899589,7.11955059319855,6.90208191428148,6.85981716659274,NA,7.47861470627901,7.319598993968,7.39646480454326,NA,6.59523134536315,6.57725899089505,7.43791789357716,7.3875963385719,7.40377481533641
"2342",3400,"P19174-2",1291,"PLCG1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1","","","sp|P19174-2|PLCG1-2_HUMAN Isoform of P19174, Isoform 2 of 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 OS=Homo sapiens (Human) OX=9606 GN=PLCG1 PE=1 SV=1",31,26.3,"",7.32224058823747,7.31901121940459,7.37718596931112,7.26412470934702,7.33095599520446,7.2898457249159,7.29914014637646,7.30302401545999,7.2909176618936,7.35898336011823,7.35172994030694,7.31412133842504,7.15103340413689,7.19239669395914,7.26386786443666,7.30100820359812,7.2427478563913,7.1991321329196,7.46233074634866,7.45666547332221,7.45273808963657,7.5010955249794,7.51213951144604,7.47897623303425,7.52476677728755,7.60684542304564,7.58569101014472,7.50811774117041,7.49336540214851,7.52582511228144
"2343",3401,"P19338",710,"NCL","Nucleolin","","","sp|P19338|NUCL_HUMAN Nucleolin OS=Homo sapiens (Human) OX=9606 GN=NCL PE=1 SV=3;tr|H7BY16|H7BY16_HUMAN Isoform of P19338, Nucleolin (Fragment) OS=Homo sapiens (Human) OX=9606 GN=NCL PE=1 SV=8",50,50,"",7.73746002868551,7.61982312264489,7.73197778446594,9.55379994764938,9.60741966932189,9.62731841277295,7.26650703640539,7.09989481782913,7.2215502419764,9.33971842224449,9.23230498189481,9.51323165776678,7.41071737691872,7.29831181273319,7.25571626398536,9.32267186115391,9.30000238894276,9.24928860994014,9.43502472087686,9.4171185340448,9.29766828359242,9.22396817518169,9.40282622837419,9.37127282078191,9.04023214247218,8.81280761155658,8.90636716408316,9.45842143795818,9.48099843811501,9.51361947367063
"2344",3402,"P19367-4",905,"HK1","Hexokinase-1","","","sp|P19367-4|HXK1-4_HUMAN Isoform of P19367, Isoform 4 of Hexokinase-1 OS=Homo sapiens (Human) OX=9606 GN=HK1 PE=1 SV=3;sp|P19367-2|HXK1-2_HUMAN Isoform of P19367, Isoform 2 of Hexokinase-1 OS=Homo sapiens (Human) OX=9606 GN=HK1 PE=1 SV=3;sp|P19367|HXK1_HUM",38,39,"",8.41255057577675,8.36973124389958,8.39216078685942,8.36135275820276,8.30006318791118,8.25893035663982,8.53861956995778,8.48076327649543,8.49954312948753,8.34045365535528,8.29787743542032,8.3473848421548,8.51629375694225,8.55939105715796,8.59918191941001,8.35048156325023,8.32716851401859,8.37204500924169,8.57832440748335,8.60411116624128,8.5583563575768,8.12044633859379,8.25159540381259,8.16112389693003,8.64845775842411,8.41851468868134,8.54602693239008,8.182583788137,8.27936248993198,8.24538292152226
"2345",3403,"P19387",275,"POLR2C","DNA-directed RNA polymerase II subunit RPB3","","","sp|P19387|RPB3_HUMAN DNA-directed RNA polymerase II subunit RPB3 OS=Homo sapiens (Human) OX=9606 GN=POLR2C PE=1 SV=2",8,42.2,"",7.51879514074419,7.57871142797648,7.57299734946263,7.08340848623898,7.1232134981611,7.04505523284296,7.32820693365479,7.51599726335485,7.5604363874669,6.93153186469126,7.23126992697554,6.97076916480199,7.62891226321569,7.69147404703107,7.62263824131085,6.9875823283363,7.23628855720136,6.66900806205247,7.33700889774477,7.2584620935283,7.35857770120895,7.16982429291954,7.14880794781076,7.26675062191942,7.19476465598885,7.39748797037002,7.45228583230083,7.06441843325206,7.00233682482592,7.21362536757231
"2346",3404,"P19388",210,"POLR2E","DNA-directed RNA polymerases I, II, and III subunit RPABC1","","","sp|P19388|RPAB1_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens (Human) OX=9606 GN=POLR2E PE=1 SV=4;tr|A0A087WVZ9|A0A087WVZ9_HUMAN Isoform of P19388, DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapien",10,52.9,"",7.93873006798116,7.91961919619397,7.91960091767224,7.74723458202008,7.61205262242954,7.71740843369827,7.97322508147438,7.8911694629624,7.8837962747479,7.64484051711499,7.80311950587889,7.64585757976534,8.05850538691619,8.08475851079585,8.09635065715888,7.70020441639413,7.81502189819982,7.80721439868018,8.04601659569641,8.06907269301995,8.03183769764609,7.88750664825757,7.8891329131019,7.84650373666261,8.04111985718527,7.98704364356577,7.98338112781231,7.86268266002396,7.78070295217252,7.65709921864211
"2347",3405,"P19419",428,"ELK1","ETS domain-containing protein Elk-1","","","sp|P19419|ELK1_HUMAN ETS domain-containing protein Elk-1 OS=Homo sapiens (Human) OX=9606 GN=ELK1 PE=1 SV=2",2,11.7,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.51109289392172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2348",3406,"P19474",475,"TRIM21","E3 ubiquitin-protein ligase TRIM21","","","sp|P19474|RO52_HUMAN E3 ubiquitin-protein ligase TRIM21 OS=Homo sapiens (Human) OX=9606 GN=TRIM21 PE=1 SV=1;sp|P19474-2|RO52-2_HUMAN Isoform of P19474, Isoform 2 of E3 ubiquitin-protein ligase TRIM21 OS=Homo sapiens (Human) OX=9606 GN=TRIM21 PE=1 SV=1",5,11.8,"",NA,NA,NA,NA,6.51359546263421,6.48007613694913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38858432688688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2349",3407,"P19525",551,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","","","sp|P19525|E2AK2_HUMAN Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens (Human) OX=9606 GN=EIF2AK2 PE=1 SV=2;sp|P19525-2|E2AK2-2_HUMAN Isoform of P19525, Isoform 2 of Interferon-induced, double-stranded RNA-activated protein",21,40.5,"",8.3605316139279,8.29609887103447,8.3317968615569,7.89263440546616,7.99818068634153,8.02573109154615,8.37187753400665,8.48535168448054,8.31908962881558,7.85037530814324,7.82752489177372,7.94615693279901,8.40424837370144,8.32560788149352,8.38010611922786,8.049577596254,8.00579373517462,7.96323587680402,8.17046842670507,8.15302679795781,8.14395975027007,7.98425225149759,7.98273777592021,7.97487857724484,8.18326232254449,8.22850276035429,8.26100673076771,8.01156881135292,8.052537244658,8.08686793168685
"2350",3408,"P19532",575,"TFE3","Transcription factor E3","","","sp|P19532|TFE3_HUMAN Transcription factor E3 OS=Homo sapiens (Human) OX=9606 GN=TFE3 PE=1 SV=4",3,11.5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.04722044787647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2351",3409,"P19623",302,"SRM","Spermidine synthase","","","sp|P19623|SPEE_HUMAN Spermidine synthase OS=Homo sapiens (Human) OX=9606 GN=SRM PE=1 SV=1",18,68.2,"",8.64104005013741,8.68116814827239,8.79678478132293,8.38506219572944,8.50223400438178,8.45860146708771,8.6396067924723,8.68488754935063,8.77313487800885,8.43664054088013,8.28206270238302,8.48776050309786,8.79734398621307,8.82909920238673,8.81910839140276,8.33787949843839,8.42995253813511,8.45724434577181,8.60108007445256,8.58856913851106,8.65546809766914,8.58958522274545,8.61870471149177,8.55205537275068,8.6316500418933,8.69075710608972,8.77937198409604,8.5501223688343,8.5426746113747,8.56957184369261
"2352",3410,"P19634",815,"SLC9A1","Sodium/hydrogen exchanger 1","","","sp|P19634|SL9A1_HUMAN Sodium/hydrogen exchanger 1 OS=Homo sapiens (Human) OX=9606 GN=SLC9A1 PE=1 SV=2",12,16.9,"",NA,NA,NA,NA,6.14627455021077,NA,NA,NA,NA,NA,NA,6.29332548088233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2353",3411,"P19784",350,"CSNK2A2","Casein kinase II subunit alpha","","","sp|P19784|CSK22_HUMAN Casein kinase II subunit alpha OS=Homo sapiens (Human) OX=9606 GN=CSNK2A2 PE=1 SV=1;tr|H3BSA1|H3BSA1_HUMAN Isoform of P19784, Protein kinase domain-containing protein (Fragment) OS=Homo sapiens (Human) OX=9606 GN=CSNK2A2 PE=1 SV=2",19,58.6,"",7.65908249006673,7.62251023700412,7.7336755884774,7.92438299029028,7.95040429634641,7.93860673533204,7.36068476247541,7.62831614617711,7.67231984208332,7.91571504274782,7.81439453076806,7.90029141775885,7.74880546661895,7.63438423380632,7.74051366991278,7.90086769484793,7.90159230097782,7.87915282962152,7.86323339337953,7.83453716165487,7.87964441253676,7.9307008221977,7.93783987708616,7.97656536574574,7.84488598378288,7.8196591935479,7.88935763079098,7.88011063261107,7.87493377034812,7.98496461692244
"2354",3412,"P19838",968,"NFKB1","Nuclear factor NF-kappa-B p105 subunit","","","sp|P19838|NFKB1_HUMAN Nuclear factor NF-kappa-B p105 subunit OS=Homo sapiens (Human) OX=9606 GN=NFKB1 PE=1 SV=2;sp|P19838-2|NFKB1-2_HUMAN Isoform of P19838, Isoform 2 of Nuclear factor NF-kappa-B p105 subunit OS=Homo sapiens (Human) OX=9606 GN=NFKB1 PE=1 S",13,16.9,"",7.07360000356125,7.0687471669794,6.97702660346039,6.7264621721589,6.85109385387768,7.04667024588451,6.94439155892102,6.98786649647158,6.94277373792476,6.97331669195904,7.09673905627448,7.04675892583136,6.684031869951,6.92341585185679,6.99954190166975,6.87711910906557,6.61477776067928,6.79191335197539,6.33760052835631,6.27015640964393,6.4996016092074,6.89695030242813,6.76427527469066,6.86200664450946,6.6141565809546,6.56033191945834,6.55930868179924,6.86116068691909,6.73752731252846,7.03510554729942
"2355",3413,"P20020-6",1184,"ATP2B1","Plasma membrane calcium-transporting ATPase 1","","","sp|P20020-6|AT2B1-6_HUMAN Isoform of P20020, Isoform K of Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens (Human) OX=9606 GN=ATP2B1 PE=1 SV=4;sp|P20020|AT2B1_HUMAN Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens (Human) OX=9606",45,41.5,"",8.26708050251269,8.29958921629598,8.3129024949411,8.501507374297,8.49579156105634,8.46257653275333,8.23244032863892,8.2636038686491,8.23011432150816,8.47624652207572,8.47790421306874,8.49444946099329,8.15811782793565,8.13998559412972,8.18626922468632,8.37746036627275,8.35350546261935,8.27427604938985,8.26555799237145,8.25854054442774,8.25681442573257,8.38542615112018,8.39130260534906,8.37611906564179,8.29702541035066,8.31001321662817,8.25379243182143,8.30535471196063,8.37894166329172,8.37751140292381
"2356",3414,"P20042",333,"EIF2S2","Eukaryotic translation initiation factor 2 subunit 2","","","sp|P20042|IF2B_HUMAN Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens (Human) OX=9606 GN=EIF2S2 PE=1 SV=2",31,66.4,"",8.24085929689126,8.2610229983303,8.07506433246422,8.32145076891344,8.32362575953827,8.37296460751054,8.1817737012053,8.19646894781557,8.07139015478151,8.36338282064102,8.03258965565374,8.34640300041672,7.93164409213431,8.13804283399723,7.98870405684991,8.28583576110815,8.26166096172279,8.29374771593116,8.13757232438588,8.11150284548359,8.15875655980431,8.42015046532637,8.42265917121956,8.41583173754499,8.20105726263401,8.26364407137566,8.24435267006012,8.43022572525357,8.48018364719404,8.4070867183933
"2357",3415,"P20061",433,"TCN1","Transcobalamin-1","","","sp|P20061|TCO1_HUMAN Transcobalamin-1 OS=Homo sapiens (Human) OX=9606 GN=TCN1 PE=1 SV=2",3,10.6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.08426783553803,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2358",3416,"P20073-2",466,"ANXA7","Annexin A7","","","sp|P20073-2|ANXA7-2_HUMAN Isoform of P20073, Isoform 2 of Annexin A7 OS=Homo sapiens (Human) OX=9606 GN=ANXA7 PE=1 SV=3;sp|P20073|ANXA7_HUMAN Annexin A7 OS=Homo sapiens (Human) OX=9606 GN=ANXA7 PE=1 SV=3",19,38.6,"",8.52800910942624,8.48326656417234,8.60081392930148,8.21623230176945,8.1970201729843,8.22695972824765,8.61081356622583,8.57920010723555,8.58310990340132,8.21122153068266,8.15321349724421,8.21182489537266,8.52282059482189,8.50016962852074,8.4810575175292,8.09738208944381,8.01207884079782,8.04526260454409,8.62465439699176,8.58631988416984,8.67085311359182,8.20007653991248,8.25638032468107,8.23601727574251,8.59424451951677,8.57879706014253,8.62287667419508,8.14557001177744,8.175333213181,8.15050841823368
"2359",3417,"Q32MN6",288,"TBP","TATA-box-binding protein","","","tr|Q32MN6|Q32MN6_HUMAN Isoform of P20226, TATA-box-binding protein OS=Homo sapiens (Human) OX=9606 GN=TBP PE=1 SV=1;sp|P20226-2|TBP-2_HUMAN Isoform of P20226, Isoform 2 of TATA-box-binding protein OS=Homo sapiens (Human) OX=9606 GN=TBP PE=1 SV=2;sp|P20226|",6,23.6,"",7.04390583380149,6.90405331794595,7.0123087523281,7.03434545775704,6.98519509854953,6.987947774004,7.0701249050744,7.13147303543883,7.12051623056685,7.14354917007873,7.05784947807321,6.8834995073903,7.32613514116507,7.23370071337069,7.39807114341819,6.99310815852818,NA,NA,7.1616233978693,7.14948387313781,6.93997443603976,7.30351622094894,7.15344437177422,7.19057104815218,7.24192524424131,7.00545944184156,7.0251979232917,6.8122817969458,7.03775662045147,7.33149373924024
"2360",3418,"P20248",432,"CCNA2","Cyclin-A2","","","sp|P20248|CCNA2_HUMAN Cyclin-A2 OS=Homo sapiens (Human) OX=9606 GN=CCNA2 PE=1 SV=2",3,7.6,"",NA,6.41391432691392,NA,6.7243090715081,6.55381954091844,6.60680081223901,NA,NA,6.57203196092783,6.56819901269688,6.38410842091227,6.64108415615135,7.0453909520187,6.73995027957364,6.73556133709877,6.67167210730632,6.67091974427817,6.64790535753726,6.46046065867753,NA,6.45724699253732,6.5104603459174,6.59204192856605,6.59871378281824,6.40756909873183,6.51384649766531,NA,6.56092390829583,6.55212543750652,6.5525034531517
"2361",3420,"P20290-2",162,"BTF3","Transcription factor BTF3","","","sp|P20290-2|BTF3-2_HUMAN Isoform of P20290, Isoform 2 of Transcription factor BTF3 OS=Homo sapiens (Human) OX=9606 GN=BTF3 PE=1 SV=1",15,84.6,"",NA,6.85071106015026,NA,8.61088525888725,8.21048224142103,8.6198181080842,NA,6.5880438465543,NA,8.80388025719019,8.34628038198981,8.80847450598015,6.59524315113956,6.85895680943668,NA,8.28935741168513,8.67964383275241,8.39483854126637,8.24829511057791,8.2611835013341,8.02342443458981,8.58567873447165,8.48380855755903,8.8986552261861,8.0863609339145,8.02261624589849,8.13677510225403,8.63777448615885,8.632189793887,8.34736849932697
"2362",3421,"P20336",220,"RAB3A","Ras-related protein Rab-3A","","","sp|P20336|RAB3A_HUMAN Ras-related protein Rab-3A OS=Homo sapiens (Human) OX=9606 GN=RAB3A PE=1 SV=1;tr|M0R257|M0R257_HUMAN Isoform of P20336, Ras-related protein Rab-3A (Fragment) OS=Homo sapiens (Human) OX=9606 GN=RAB3A PE=1 SV=1;tr|S4R3Q3|S4R3Q3_HUMAN Is",3,19.5,"",6.19063905370886,6.23250066369891,6.17177369748582,6.18758345238143,5.94078058607806,NA,NA,NA,NA,5.9517080200106,6.07716234771042,6.06108408446109,NA,NA,NA,NA,6.03709945756235,NA,NA,NA,NA,6.09961058536472,6.08923452899849,6.08463248518998,NA,6.07807385136133,6.02825577152834,6.08332969391766,6.0246094603557,6.20957632713013
"2363",3422,"P20338",218,"RAB4A","Ras-related protein Rab-4A","","","sp|P20338|RAB4A_HUMAN Ras-related protein Rab-4A OS=Homo sapiens (Human) OX=9606 GN=RAB4A PE=1 SV=3",7,41.7,"",6.95865481578033,6.79978638733349,6.94547412141174,7.21486954867625,7.24504122218675,7.16165939616956,6.78769307162773,6.78730358641671,6.83629989472053,7.06986157099282,7.16183278651014,7.16048095859412,6.71311960078173,6.77964038391583,6.55433966716154,7.08438286863934,7.05758292435476,7.0926707544722,6.95076049648592,7.01124327184481,6.95854223147772,7.19265798621712,7.18525677659458,7.1938035604417,6.96976863388292,6.92717750559173,7.03176871316626,7.18772098231551,7.21227577786247,7.25750439281467
"2364",3423,"P20339-2",201,"RAB5A","Ras-related protein Rab-5A","","","sp|P20339-2|RAB5A-2_HUMAN Isoform of P20339, Isoform 2 of Ras-related protein Rab-5A OS=Homo sapiens (Human) OX=9606 GN=RAB5A PE=1 SV=2;sp|P20339|RAB5A_HUMAN Ras-related protein Rab-5A OS=Homo sapiens (Human) OX=9606 GN=RAB5A PE=1 SV=2",5,41.3,"",7.70268750861022,7.62921757533824,7.84644740418685,7.60070984035504,7.41506742479204,7.51528282913906,7.93890923854868,7.76966754063933,7.53277945667515,7.48643342726051,7.47202652360436,7.41494052532208,7.70585095497737,7.73757363065295,7.48552302293879,7.43579072114164,7.31090129010774,7.27140236473869,7.91733785077739,7.93814303000471,7.95584617738469,7.43002471176717,7.46426003262248,7.43480304560637,7.77807165430464,7.90008542711675,7.84539962548807,7.5086309002327,7.32905853215136,7.51510791550068
